LSite,Date,Stream,12-Digit HUC,14-Digit HUC,LATITUDE_MEASURE,LONGITUDE_MEASURE,TAXA_COUNT
WED-01-0008,17-Jul-13,Buck Creek,051202040105,05120204010090,39.80558767,-85.42954839,49
WEL-04-0002,17-Jul-13,Little Salt Creek,051202080402,05120208060040,39.014975,-86.186362,20
WEM-08-0003,20-Aug-13,Honey Run,051202070803,05120207100030,38.70089706,-85.79337602,18
WEU-04-0002,17-Jul-13,White Creek,051202060404,05120206050030,39.05743422,-85.97109884,32
WED-02-0003,15-Jul-13,Little Blue River,051202040203,05120204030020,39.70787919,-85.51414869,34
WED-04-0001,16-Jul-13,Sugar Creek,051202040402,05120204060020,39.93160872,-85.69904306,30
WED-07-0003,16-Jul-13,Sugar Creek,051202040704,05120204080100,39.451304,-85.968748,29
WEF-06-0003,31-Jul-13,Flatrock River,051202050601,05120205050010,39.39623744,-85.71640368,33
WEL-09-0004,22-Oct-13,Indian Creek,051202080902,05120208110020,38.96138145,-86.69829469,18
WEM-07-0005,21-Oct-13,Mutton Creek Ditch,051202070704,05120207080050,38.91423263,-85.83048217,31
WEL-09-0001,21-Aug-13,Spring Creek,051202080903,05120208110050,38.91401264,-86.64867662,59
WED-07-0001,29-Jul-13,Sugar Creek,051202040705,05120204090080,39.36953801,-85.99488726,40
WEF-01-0001,16-Jul-13,Flatrock River,051202050102,05120205010040,39.87922715,-85.34732435,42
WEL-13-0026,26-Aug-13,French Lick Creek,051202081304,05120208160070,38.51055774,-86.61420286,29
WEF-06-0001,30-Jul-13,Flatrock River,051202050606,05120205050190,39.260094,-85.92208196,55
WEM-02-0002,05-Aug-13,Graham Creek,051202070204,05120207020070,38.90637908,-85.60614372,35
WED-01-0008,15-Jul-13,Buck Creek,051202040105,05120204010090,39.80558767,-85.42954839,32
WED-03-0001,17-Jul-13,Brandywine Creek,051202040303,05120204040060,39.61836716,-85.80054133,48
WEF-06-0001,30-Jul-13,Flatrock River,051202050606,05120205050190,39.260094,-85.92208196,61
LMG020-0025,23-Sep-13,Indiana Harbor Canal,040400010603,04040001020010,41.65222222,-87.46305556,6
UMC-04-0001,24-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60810126,-87.39340001,18
UMC-04-0010,24-Sep-13,Grand Calumet River,071200030406,04040001020020,41.6116,-87.3856,24
UMC-04-0008,24-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60679999,-87.37963,14
UMC-04-0007,24-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60739998,-87.35189996,17
UMC-04-0006,24-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60929995,-87.34009998,8
UMC-04-0005,23-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60789998,-87.31790004,23
UMC-04-0004,23-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60849999,-87.3042,47
LMG-06-0010,24-Sep-13,Grand Calumet Lagoon,040400010603,04040001020020,41.61239998,-87.2922,29
LMG020-0039,25-Sep-13,Marquette Park Lagoon,040400010603,04040001020020,41.61555556,-87.2725,17
LMG020-0029,24-Sep-13,Marquette Park Lagoon,040400010603,04040001020020,41.61583333,-87.26444444,10
LMG-06-0011,23-Sep-13,Indiana Harbor Canal,040400010603,04040001020010,41.64669999,-87.4934,9
LMG-05-0037,25-Sep-13,Burns Ditch,040400010509,04040001040030,41.6103,-87.17925,14
LMG-06-0009,24-Sep-13,Grand Calumet Lagoon,040400010603,04040001020020,41.61359999,-87.2784,28
LMG-06-0012,23-Sep-13,Indiana Harbor Canal,040400010603,04040001020010,41.63459999,-87.4712,11
UMC050-0010,25-Sep-13,Grand Calumet River,071200030407,07120003050010,41.62277778,-87.51277778,21
UMC050-0009,23-Sep-13,Grand Calumet River,071200030407,07120003050010,41.61888889,-87.5,7
UMC050-0007,23-Sep-13,Grand Calumet River,071200030407,07120003050010,41.61444444,-87.48083333,32
LMG020-0019,23-Sep-13,Grand Calumet River,071200030406,04040001020020,41.61430556,-87.46152778,11
LMG020-0018,24-Sep-13,Grand Calumet River,071200030406,04040001020020,41.61305556,-87.43277778,10
UMC-04-0002,24-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60959999,-87.4086,14
UMC-04-0005,23-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60789998,-87.31790004,25
LMG-05-0037,25-Sep-13,Burns Ditch,040400010509,04040001040030,41.6103,-87.17925,13
LMG-05-0027,23-Jul-13,Turkey Creek,040400010503,04040001030020,41.49865257,-87.36476355,31
LMG-05-0008,22-Jul-13,Tributary of Deep River,040400010508,04040001040020,41.55882944,-87.23635064,36
LMG-05-0008,22-Jul-13,Tributary of Deep River,040400010508,04040001040020,41.55882944,-87.23635064,31
WEL-09-0001,21-Aug-13,Spring Creek,051202080903,05120208110050,38.91401264,-86.64867662,52
LMG-05-0020,23-Jul-13,Main Beaver Dam Ditch,040400010501,04040001030030,41.44174128,-87.39258239,36
WEL-01-0003,29-Jul-13,Rush Creek,051202080101,05120208010060,38.70966657,-86.20826039,24
UMK-02-0007,09-Oct-13,Niespodziany Ditch,071200010204,07120001010070,41.636156,-86.462597,24
UMK-02-0006,09-Oct-13,Niespodziany Ditch,071200010204,07120001010070,41.686253,-86.477028,16
UMK-02-0005,09-Oct-13,Niespodziany Ditch,071200010204,07120001010070,41.694167,-86.48324,23
UMK-02-0008,09-Oct-13,Hooten Ditch,071200010204,07120001010070,41.68637,-86.490918,14
UMC-04-0008,24-Sep-13,Grand Calumet River,071200030406,04040001020020,41.60679999,-87.37963,22
WEM-07-0005,21-Oct-13,Mutton Creek Ditch,051202070704,05120207080050,38.91423263,-85.83048217,35
GMW-05-0001,01-Oct-14,Little Salt Creek,050800030504,05080003050070,39.43577249,-85.19398539,55
GMW-03-0007,06-Oct-14,Centeral Run,050800030304,05080003030040,39.77077075,-85.03023591,26
GMW-02-0001,08-Oct-14,Greens Fork,050800030203,05080003020040,39.91650652,-85.02890565,50
GMW-03-0008,15-Sep-14,Nolands Fork,050800030303,05080003030030,39.86865107,-84.98267706,56
GMW-04-0002,17-Sep-14,Whitewater River,050800030404,05080003040040,39.60247286,-85.14404047,48
GMW-08-0001,30-Sep-14,Blue Creek,050800030801,05080003080010,39.28522077,-85.05030904,34
GMW-07-0024,14-Jul-14,East Fork Whitewater River,050800030704,05080003070020,39.84304502,-84.81982749,41
GMW-04-0003,19-Aug-14,Whitewater River,050800030405,05080003040080,39.57977264,-85.15733788,33
GMW-06-0002,05-Aug-14,Whitewater River,050800030605,05080003060080,39.43041876,-85.03296538,48
GMW-07-0009,12-Aug-14,East Fork Whitewater River,050800030711,05080003070110,39.65793979,-85.01051045,48
GMW-01-0003,10-Sep-14,Whitewater River,050800030108,05080003010140,39.78496025,-85.15148215,63
GMW-07-0010,07-Oct-14,Tributary of East Fork Whitewater River,050800030709,05080003070090,39.77788765,-84.94128014,20
GMW-01-0004,20-Aug-14,Whitewater River,050800030108,05080003010140,39.79367475,-85.14961372,43
GMW-03-0009,22-Oct-14,Nolands Fork,050800030301,05080003030010,39.95101866,-84.9155735,58
GMW-07-0011,09-Sep-14,East Fork Whitewater River,050800030707,05080003070060,39.78703622,-84.92820887,58
GMW-04-0004,18-Aug-14,Whitewater River,050800030404,05080003040030,39.63592095,-85.13905201,31
GMW-06-0003,05-Aug-14,McCartys Run,050800030605,05080003060080,39.40027487,-85.06847893,30
GMW-02-0002,23-Sep-14,Greens Fork,050800030202,05080003020030,39.99380426,-84.96763186,56
GMW-04-0005,12-Aug-14,Bear Creek,050800030408,05080003040090,39.54780233,-85.12072242,26
GMW-01-0005,16-Oct-14,Martindale Creek,050800030102,05080003010100,39.97170552,-85.10363691,54
GMW-07-0012,12-Aug-14,Silver Creek,050800030712,05080003070130,39.67128798,-84.91813307,33
GMW-06-0004,30-Jul-14,Whitewater River,050800030605,05080003060020,39.44506953,-85.11228641,65
GMW-03-0015,19-Aug-14,Nolands Fork,050800030304,05080003030040,39.79431332,-85.03207576,53
GMW-02-0003,13-Aug-14,Greens Fork,050800030203,05080003020040,39.9219836,-85.02446978,59
GMW-05-0002,06-Aug-14,Bull Fork,050800030503,05080003050050,39.40167316,-85.21285429,29
GMW-08-0013,09-Sep-14,Whitewater River,050800030804,05080003080060,39.38420597,-84.98359474,21
GMW-04-0012,16-Sep-14,Whitewater River,050800030408,05080003040090,39.53150334,-85.16793874,66
GMW-08-0003,06-Aug-14,Logan Creek,050800030806,05080003080100,39.27794072,-84.90434508,25
GMW-01-0006,23-Sep-14,Martindale Creek,050800030102,05080003010100,39.91705559,-85.10714091,57
GMW-06-0005,29-Jul-14,Whitewater River,050800030605,05080003060020,39.44074761,-85.14043053,56
GMW-07-0014,23-Sep-14,Middle Fork East Fork Whitewater River,050800030701,05080003070030,39.94245305,-84.8211769,58
GMW-06-0006,06-Aug-14,Walnut Fork,050800030604,05080003060060,39.39195214,-85.13293675,35
GMW-07-0015,14-Jul-14,West Fork East Fork Whitewater River,050800030705,05080003070050,39.85835642,-84.8979807,43
GMW-04-0008,06-Oct-14,North Branch Garrison Creek,050800030406,05080003040100,39.56663915,-85.21580655,53
GMW-02-0004,29-Sep-14,Whitewater River,050800030205,05080003020070,39.74229797,-85.11647484,60
GMW-07-0017,24-Sep-14,Hanna Creek,050800030714,05080003070150,39.63943077,-84.89730404,30
GMW-04-0013,28-Jul-14,South Branch Garrison Creek,050800030406,05080003040100,39.57151896,-85.25949564,44
GMW-08-0005,30-Sep-14,Logan Creek,050800030806,05080003080100,39.27779205,-84.89238579,26
GMW-06-0022,04-Aug-14,Whitewater Canal,050800030605,05080003060020,39.449659,-85.119581,28
GMW-05-0007,21-Jul-14,Salt Creek,050800030502,05080003050030,39.3843624,-85.21836501,43
GMW060-0027,04-Aug-14,Pipe Creek,050800030601,05080003060030,39.29563861,-85.09959583,36
GMW-05-0015,22-Jul-14,S Fk Little Salt Cr,050800030504,05080003050070,39.466287,-85.277402,49
GMW-05-0014,22-Jul-14,Righthand Fork Salt Creek,050800030502,05080003050030,39.422252,-85.320613,29
GMW-08-0030,09-Sep-14,Whitewater River,050800030805,05080003080090,39.314457,-84.905643,34
GMW-06-0020,30-Jul-14,Pipe Creek,050800030604,05080003060040,39.351869,-85.109727,41
GMW-06-0012,20-Aug-14,Whitewater River,050800030605,05080003060080,39.42107162,-85.01523553,34
GMW050-0023,21-Jul-14,Tributary of Salt Creek,050800030501,05080003050010,39.35706139,-85.31586806,36
GMW-06-0013,30-Jul-14,Clear Fork,050800030602,05080003060050,39.37245807,-85.14334065,30
GMW-05-0012,22-Jul-14,Harvey Branch,050800030505,05080003050040,39.3844618,-85.21653573,26
GMW-08-0027,21-Jul-14,Sours Run,050800030808,05080003080140,39.37887072,-84.83677541,29
GMW-08-0026,22-Jul-14,Wolf Creek,050800030802,05080003080040,39.39871414,-85.01811268,23
GMW-05-0011,21-Jul-14,Righthand Fork Salt Creek,050800030502,05080003050030,39.38193022,-85.28635389,30
GMW-05-0010,19-Aug-14,Salt Creek,050800030505,05080003050080,39.44626252,-85.15046519,48
GMW-05-0009,22-Jul-14,Bull Fork,050800030503,05080003050050,39.39473426,-85.25343543,31
GMW-08-0024,28-Jul-14,Big Cedar Creek,050800030803,05080003080070,39.42033772,-84.90685546,31
GMW-08-0022,29-Jul-14,East Fork Blue Creek,050800030801,05080003080020,39.34493848,-85.03163392,30
GMW-08-0021,10-Sep-14,Whitewater River,050800030810,05080003080120,39.24930886,-84.82091491,37
GMW-08-0020,21-Jul-14,Dry Fork Whitewater River,050800030807,05080003080130,39.39258001,-84.82130031,16
GMW-08-0019,28-Jul-14,Logan Creek,050800030806,05080003080100,39.27735817,-84.8828032,26
GMW-08-0018,21-Jul-14,Johnson Fork,050800030806,05080003080110,39.28783298,-84.84026536,17
GMW-08-0016,28-Jul-14,Big Cedar Creek,050800030803,05080003080080,39.35772356,-84.94064981,30
GMW-08-0015,08-Sep-14,Whitewater River,050800030804,05080003080060,39.35937986,-84.95470937,38
GMW-08-0014,29-Jul-14,Blue Creek,050800030802,05080003080030,39.35720201,-85.0351686,29
GMW-07-0026,22-Jul-14,East Fork Whitewater River,050800030717,05080003070180,39.41237251,-85.01094204,20
GMW-06-0015,11-Aug-14,Pipe Creek,050800030604,05080003060060,39.43151588,-85.11079071,52
GMW-06-0014,23-Jul-14,Tributary of Pipe Creek,050800030601,05080003060030,39.29904607,-85.10429879,48
GMW-05-0008,22-Jul-14,Little Salt Creek,050800030504,05080003050070,39.43736794,-85.19543356,40
GMW-05-0006,21-Jul-14,Salt Creek,050800030502,05080003050020,39.34769546,-85.30637349,37
GMW080-0003,29-Jul-14,Blue Creek,050800030802,05080003080040,39.39583333,-85.01527778,43
WMI-04-0019,12-Aug-14,Mississinewa River,051201030404,05120103030040,40.3384304,-85.35474212,28
WMI-02-0015,05-Aug-14,Dinner Creek,051201030206,05120103020060,40.29338855,-85.14344373,26
WMI-03-0008,16-Jul-14,Little Lick Creek,051201030301,05120103040030,40.44922974,-85.35573679,43
WMI-03-0007,16-Jul-14,Moore Prong,051201030302,05120103040040,40.44179343,-85.38917596,42
WMI-03-0006,11-Aug-14,Big Lick Creek,051201030302,05120103040040,40.42980064,-85.389155,37
WMI-03-0010,11-Aug-14,Little Joe Creek,051201030302,05120103040040,40.40711119,-85.39332705,40
WMI-03-0005,11-Aug-14,Townsand Lucas Ditch,051201030302,05120103040050,40.40744614,-85.42090196,28
WMI-03-0009,13-Aug-14,Big Lick Creek,051201030302,05120103040050,40.37711799,-85.44786801,27
WMI-04-0012,13-Aug-14,Mississinewa River,051201030404,05120103030050,40.37246102,-85.45643553,44
WMI-04-0011,11-Aug-14,Pike Creek,051201030403,05120103030050,40.36315498,-85.45715308,43
WMI-04-0010,13-Aug-14,Hedgeland Ditch,051201030403,05120103030050,40.34535951,-85.46411611,17
WMI-04-0009,15-Jul-14,Dodge Creek,051201030404,05120103030040,40.34975729,-85.41626864,45
WMI-04-0017,12-Aug-14,Mississinewa River,051201030402,05120103030020,40.31874271,-85.31951859,42
WMI-04-0016,15-Jul-14,Bosman Ditch,051201030402,05120103030020,40.3205594,-85.301868,22
WMI-04-0018,15-Jul-14,Rees Ditch,051201030402,05120103030030,40.3356679,-85.32343359,23
WMI-03-0003,15-Jul-14,Big Lick Creek,051201030301,05120103040010,40.38669306,-85.23901841,35
WMI-04-0015,15-Jul-14,Rees Ditch,051201030402,05120103030030,40.3668147,-85.21935782,34
WMI-04-0014,15-Jul-14,Campbell Creek,051201030401,05120103030010,40.26109239,-85.28932094,43
WMI-02-0019,15-Jul-14,Mud Creek,051201030206,05120103020070,40.28743735,-85.23592334,28
WMI-02-0017,15-Jul-14,Halfway Creek,051201030205,05120103020080,40.29780563,-85.23706964,38
WMI-04-0013,06-Aug-14,Mississinewa River,051201030402,05120103030020,40.29433684,-85.24845041,38
WMI-02-0018,12-Aug-14,Mississinewa River,051201030206,05120103020070,40.29172697,-85.23745496,39
WMI-02-0016,04-Aug-14,Halfway Creek,051201030205,05120103020080,40.33951558,-85.16842863,29
WMI-02-0009,05-Aug-14,Bush Creek,051201030204,05120103020050,40.2715842,-85.14504916,42
WMI-02-0007,06-Aug-14,Mississinewa River,051201030203,05120103020040,40.28521261,-85.09272912,24
WMI-02-0006,05-Aug-14,Days Creek,051201030201,05120103020020,40.29150933,-85.06663128,23
WMI-02-0005,04-Aug-14,Flesher Creek,051201030201,05120103020020,40.32287704,-85.06305408,31
WMI-02-0013,16-Jul-14,Fetid Creek,051201030203,05120103020010,40.27963418,-85.02670141,24
WMI-02-0012,16-Jul-14,Bear Creek,051201030202,05120103020030,40.27939957,-85.07557146,45
WMI-02-0011,16-Jul-14,Tributary of Bush Creek,051201030204,05120103020050,40.23548165,-85.12875656,44
WMI-02-0010,16-Jul-14,Elkhorn Creek,051201030204,05120103020050,40.23531716,-85.15990253,74
WMI-04-0008,16-Jul-14,Tributary of Campbell Creek,051201030401,05120103030010,40.22018193,-85.23479745,63
WMI020-0002,04-Aug-14,Mississinewa River,051201030203,05120103020010,40.28,-84.99527778,47
WMI040-0003,16-Jul-14,Little Lick Creek,051201030301,05120103040030,40.4422537,-85.37007488,23
WMI040-0009,16-Jul-14,Big Lick Creek,051201030301,05120103040020,40.4315293,-85.37016982,37
OML030-0002,24-Sep-14,Tanners Creek,050902030304,05090203030090,39.136792,-84.857594,11
OML030-0011,24-Sep-14,Tanners Creek,050902030304,05090203030090,39.118592,-84.871504,7
OML040-0002,23-Jul-14,South Hogan Creek,050902030403,05090203040090,39.042731,-85.055462,30
OML040-0008,30-Jul-14,South Hogan Creek,050902030402,05090203040070,39.075666,-85.117761,36
GMW-04-0018,05-Aug-14,Whitewater River,050800030408,05080003040130,39.44967175,-85.14846246,56
GMW-06-0022,04-Aug-14,Whitewater Canal,050800030605,05080003060020,39.449659,-85.119581,24
GMW-08-0022,29-Jul-14,East Fork Blue Creek,050800030801,05080003080020,39.34493848,-85.03163392,27
GMW-08-0018,21-Jul-14,Johnson Fork,050800030806,05080003080110,39.28783298,-84.84026536,26
WMI-04-0014,15-Jul-14,Campbell Creek,051201030401,05120103030010,40.26109239,-85.28932094,52
GMW-03-0009,22-Oct-14,Nolands Fork,050800030301,05080003030010,39.95101866,-84.9155735,52
WMI-03-0006,11-Aug-14,Big Lick Creek,051201030302,05120103040040,40.42980064,-85.389155,42
GMW-04-0004,18-Aug-14,Whitewater River,050800030404,05080003040030,39.63592095,-85.13905201,32
WUW-07-0014,31-Aug-15,Mossburg Ditch,051201010702,05120101080050,40.72153909,-85.32761848,38
WDE-03-0001,18-Aug-15,Pleasant Run,051201050303,05120105030040,40.62655157,-86.68329732,24
WTI-07-0001,11-Aug-15,Graffis Ditch,051201060705,05120106070050,41.01495107,-86.56120822,34
WSA-02-0003,24-Aug-15,Salamonie River,051201020202,05120102020020,40.51426166,-85.19387764,22
WAE-07-0002,11-Aug-15,Eel River,051201040704,05120104070010,40.81686258,-86.16944046,47
WTI-13-0002,18-Aug-15,Pike Creek,051201061301,05120106140010,40.78066674,-86.74437021,33
WMI-05-0019,16-Sep-15,Mississinewa River,051201030502,05120103050020,40.40738537,-85.50272818,41
WUW-15-0001,12-Aug-15,Honey Creek,051201011504,05120101170080,40.53924644,-85.94586882,38
WAW-04-0001,12-Aug-15,Honey Creek,051201070404,05120107020050,40.38909209,-86.25241072,23
WAE-04-0001,01-Sep-15,Swank Creek,051201040407,05120104040050,41.03923252,-85.76802685,41
WMI-01-0008,15-Sep-15,Mississinewa River,051201030104,05120103010050,40.28500331,-84.91256082,32
WDE-05-0007,17-Aug-15,Little Deer Creek,051201050503,05120105050060,40.57838131,-86.46049366,39
WAE-02-0002,01-Sep-15,Eel River,051201040202,05120104010020,41.18827707,-85.28358279,44
WAW-04-0002,17-Aug-15,Wildcat Creek,051201070407,05120107020080,40.48653441,-86.43770926,31
WTI-10-0010,11-Aug-15,Lincoln Ditch,051201061004,05120106110050,41.04901117,-86.75933602,73
WMI-05-0018,16-Sep-15,Mississinewa River,051201030510,05120103050040,40.45746907,-85.53494117,52
WAE-06-0003,23-Sep-15,Flowers Creek,051201040601,05120104060010,40.8618552,-86.02619764,25
WDE-01-0003,23-Sep-15,Galbreath Ditch,051201050103,05120105010040,40.800207,-86.53706557,64
WTI-06-0008,18-Aug-15,Tippecanoe River,051201060603,05120106060020,41.13368079,-86.39591177,37
WMI-02-0021,15-Sep-15,Mississinewa River,051201030206,05120103020070,40.28953873,-85.22106953,39
WTI-12-0004,18-Aug-15,Hoagland Ditch,051201061204,05120106120060,40.74848166,-86.99438122,49
WUW-10-0001,01-Sep-15,Seegar Ditch,051201011001,05120101100040,41.0983492,-85.29109611,48
WUW-11-0004,31-Aug-15,Flat Creek,051201011101,05120101120020,40.911669,-85.368338,47
WAW-04-0003,29-Sep-15,Wildcat Creek,051201070405,05120107020050,40.47202904,-86.26832493,31
WTI-08-0004,23-Sep-15,Indian Creek,051201060805,05120106090070,40.911386,-86.627302,61
WMI-05-0020,12-Aug-15,Tippey Ditch,051201030509,05120103050120,40.57324592,-85.55459511,58
WMI-06-0006,25-Aug-15,Mississinewa River,051201030606,05120103060100,40.75404776,-86.02141096,29
WAE-07-0003,11-Aug-15,Eel River,051201040705,05120104070050,40.79740035,-86.25629436,43
WTI-05-0015,19-Aug-15,Tippecanoe River,051201060509,05120106050040,41.10607346,-86.25161781,29
WUW-15-0002,23-Sep-15,Pipe Creek,051201011507,05120101170110,40.68082999,-86.13029467,44
WTI-10-0012,11-Aug-15,Hansell Ditch,051201061006,05120106110090,41.03390389,-86.90741484,51
WTI-03-0014,17-Aug-15,Tippecanoe River,051201060302,05120106030010,41.24048772,-85.92849983,37
WAW-03-0036,17-Aug-15,South Fork Wildcat Creek,051201070311,05120107040140,40.42954863,-86.77202395,60
WUW-10-0002,10-Aug-15,Little River,051201011006,05120101100070,40.9823189,-85.35464866,32
WTI-06-0010,18-Aug-15,Tippecanoe River,051201060604,05120106060060,41.1586082,-86.56121829,38
WUW-14-0002,23-Sep-15,Treaty Creek,051201011402,05120101150040,40.74274518,-85.77741897,49
WAW-01-0001,29-Sep-15,Mud Creek,051201070106,05120107010070,40.42278569,-85.90415225,54
WDE-01-0004,29-Sep-15,Wabash River,051201050104,05120105010010,40.7426755,-86.49064296,48
OBS130-0002,08-Sep-15,South Fork Blue River,051401040606,05140104130080,38.434565,-86.183879,50
OBS-06-0016,08-Sep-15,South Fork Blue River,051401040606,05140104130080,38.44846197,-86.13514787,51
OBS-06-0015,09-Sep-15,Licking Creek,051401040606,05140104130080,38.43736026,-86.12958591,49
OBS-06-0021,09-Sep-15,Bear Creek,051401040603,05140104130060,38.42765015,-86.0508884,39
OBS-06-0014,09-Sep-15,Bear Creek,051401040603,05140104130060,38.44039657,-86.0574533,46
OBS-06-0013,09-Sep-15,Bear Creek,051401040603,05140104130060,38.46143258,-86.08194909,35
OBS-06-0008,08-Sep-15,South Fork Blue River,051401040604,05140104130050,38.47851,-86.093839,13
OBS-06-0020,09-Sep-15,South Fork Blue River,051401040606,05140104130080,38.48065059,-86.11292594,61
OBS-06-0004,08-Sep-15,South Fork Blue River,051401040604,05140104130050,38.498072,-86.036782,48
OBS-06-0006,10-Sep-15,South Fork Blue River Tributary,051401040602,05140104130040,38.50536751,-86.02002898,39
OBS-06-0012,08-Sep-15,South Fork Blue River Tributary,051401040602,05140104130040,38.50872905,-86.015506,33
OBS-06-0018,08-Sep-15,South Fork Blue River,051401040602,05140104130040,38.50099301,-86.00961713,47
OBS-06-0022,10-Sep-15,South Fork Blue River,051401040602,05140104130040,38.51237321,-85.97506907,38
OBS-06-0003,14-Sep-15,Jeff Branch,051401040601,05140104130030,38.52415608,-85.95304578,18
OBS-06-0002,14-Sep-15,South Fork Blue River,051401040601,05140104130030,38.520851,-85.939138,39
OBS-06-0019,14-Sep-15,Jeff Branch,051401040601,05140104130030,38.53889575,-85.95595148,15
OBS-06-0011,14-Sep-15,Honey Run,051401040601,05140104130020,38.52544428,-85.89827758,29
OBS-06-0005,14-Sep-15,Springle Creek,051401040601,05140104130010,38.54640838,-85.89877086,30
OBS-06-0010,08-Sep-15,South Fork Blue River,051401040601,05140104130010,38.55262612,-85.88822245,28
WWE-04-0006,26-Oct-15,Big Walnut Creek,051202030403,05120203020030,39.71881281,-86.77114092,49
WSU010-0010,13-Oct-15,Spring Creek,051201100107,05120110010110,40.13112334,-86.54425225,30
WLV160-0038,06-Oct-15,Cornstalk Creek,051201081204,05120108160050,39.87292896,-86.86071067,56
WLV160-0020,13-Oct-15,Big Raccoon Creek,051201081202,05120108160020,39.94097222,-86.75701111,60
WLV160-0013,20-Oct-15,Big Raccoon Creek,051201081206,05120108160060,39.85445546,-86.88695046,55
WLV110-0006,19-Oct-15,Prairie Creek,051201080902,05120108110030,40.03493383,-87.29776696,39
WLV080-0015,05-Oct-15,Opossum Run,051201080606,05120108080050,40.19306429,-87.45961733,24
WLV070-0013,05-Oct-15,Big Shawnee Creek,051201080601,05120108070020,40.25507309,-87.19832832,42
WLV040-0003,19-Oct-15,Big Pine Creek,051201080409,05120108040110,40.45238769,-87.25451699,58
WLV010-0022,28-Sep-15,Burnett Creek,051201080202,05120108010030,40.50868309,-86.84485413,36
WBU030-0060,30-Sep-15,North Branch Otter Creek,051201110403,05120111030050,39.56967406,-87.24284795,33
GMW080-0036,16-Sep-15,Blue Creek,050800030802,05080003080030,39.37323664,-85.04143275,34
GMW070-0117,26-Aug-15,Silver Creek,050800030712,05080003070130,39.94765645,-85.38444531,36
GMW060-0022,16-Sep-15,Pipe Creek,050800030604,05080003060040,39.36499411,-85.11843227,41
GMW060-0021,21-Sep-15,Jim Run,050800030603,05080003060010,39.49006749,-85.12625061,32
GMW-04-0019,22-Sep-15,Bear Creek,050800030408,05080003040090,39.54112044,-85.13013588,39
GMW040-0040,21-Sep-15,Little Williams Creek,050800030403,05080003040070,39.61980666,-85.17167149,28
GMW020-0035,22-Sep-15,Whitewater River,050800030205,05080003020070,39.70765084,-85.11791036,39
GMW-02-0014,25-Aug-15,Greens Fork,050800030203,05080003020040,39.91064346,-85.03294177,49
GMW010-0044,25-Aug-15,Morgan Creek,050800030101,05080003010110,39.90770387,-85.08523294,50
OML200-0004,14-Sep-15,Indian Creek,050902030902,05090203200050,38.776415,-85.078803,37
OML040-0012,15-Sep-15,Little Hogan Creek,050902030401,05090203040030,39.11144291,-84.99041174,35
OML030-0015,15-Sep-15,West Fork Tanners Creek,050902030302,05090203030060,39.17397425,-84.93951894,22
OML040-0008,15-Sep-15,South Hogan Creek,050902030402,05090203040070,39.075666,-85.117761,41
WTI-06-0008,18-Aug-15,Tippecanoe River,051201060603,05120106060020,41.13368079,-86.39591177,45
OBS-06-0020,09-Sep-15,South Fork Blue River,051401040606,05140104130080,38.48065059,-86.11292594,73
OBS-06-0003,14-Sep-15,Jeff Branch,051401040601,05140104130030,38.52415608,-85.95304578,19
WTI-07-0001,11-Aug-15,Graffis Ditch,051201060705,05120106070050,41.01495107,-86.56120822,45
WMI-05-0019,16-Sep-15,Mississinewa River,051201030502,05120103050020,40.40738537,-85.50272818,37
WMI-01-0008,15-Sep-15,Mississinewa River,051201030104,05120103010050,40.28500331,-84.91256082,29
WAE060-0007,21-Oct-15,Wilson Rhodes Ditch,051201040601,05120104060010,40.896107,-85.997692,44
OML200-0018,15-Oct-15,Indian Creek,050902030902,05090203200050,38.77960127,-85.07996286,56
WLV160-0038,06-Oct-15,Cornstalk Creek,051201081204,05120108160050,39.87292896,-86.86071067,39
WLV010-0022,28-Sep-15,Burnett Creek,051201080202,05120108010030,40.50868309,-86.84485413,41
WLW-09-0001,04-Oct-16,Wabash River,051201130903,05120113130010,37.880897,-88.076962,19
WLV-08-0001,26-Sep-16,Wabash River,051201080803,05120108090040,40.04940772,-87.4311266,19
WLV-13-0011,25-Jul-16,South Fork Little Raccoon Creek,051201081301,05120108180030,39.81866069,-87.06981631,40
WLV-09-0001,13-Jul-16,Graham Creek,051201080901,05120108110020,40.12656099,-87.35188313,34
WLV-15-0001,25-Jul-16,Leatherwood Creek,051201081502,05120108190040,39.81620217,-87.29742618,42
WBU-07-0002,12-Jul-16,Tributary of Honey Creek,051201110703,05120111060040,39.37405725,-87.36118001,28
WLV-15-0002,27-Jul-16,Rock Run,051201081503,05120108190010,39.65906644,-87.29645128,22
WLW-07-0005,07-Sep-16,Big Creek,051201130709,05120113110140,38.01662135,-87.8892028,18
WLV-16-0002,27-Sep-16,Wabash River,051201081602,05120108140010,39.93647677,-87.43231974,32
WLV-04-0002,12-Jul-16,Big Pine Creek,051201080410,05120108060010,40.37032945,-87.32238994,60
WLV-07-0006,13-Jul-16,North Fork Coal Creek,051201080703,05120108100020,40.18197005,-87.15314906,72
