ACTIVITY_NO,EVENT_NUM,STATION_NAME,COUNTY_NAME,WATERBODY_NAME,STATION_DESC,COMMON_NAME,FISH_COUNT,TOTAL WEIGHT (grams),MINIMUM LENGTH (millimeters),MAXIMUM LENGTH (millimeters),MUSEUM_FISH_COUNT,DEFORMITY_COUNT,FIN_EROSION_COUNT,LESION_COUNT,TUMOR_COUNT,MULTI_ANOMALY_COUNT,ANCHOR_WORMS_COUNT,LEECHES_COUNT,SWIRLED_SCALES_COUNT,POP_EYE_COUNT,EMACIATED_COUNT,FUNGUS_COUNT,PARASITES_COUNT
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Blackstripe Topminnow,1,1,41,41,1,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Bluegill,2,170,135,141,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Channel Catfish,3,1720,340,480,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Common Carp,5,11160,516,606,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Flathead Catfish,1,520,378,378,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Freshwater Drum,7,1950,178,410,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Gizzard Shad,6,600,170,315,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Largemouth Bass,1,1340,467,467,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Longear Sunfish,3,130,80,121,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Quillback,1,60,182,182,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,River Carpsucker,1,280,260,260,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Silver Carp,5,9270,312,573,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Smallmouth Buffalo,8,11400,232,746,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Spotted Bass,4,1351,56,337,0,,,,,,,,,,,,
AB08439,12021,WPA-06-0005,Pike,Patoka River,SR 61,Steelcolor Shiner,1,1,40,40,1,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Blackstripe Topminnow,1,2,48,48,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Bluntnose Minnow,1,5,60,60,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Bullhead Minnow,1,1,29,29,1,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Channel Catfish,3,542,42,375,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Flathead Catfish,1,70,187,187,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Freshwater Drum,3,630,210,320,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Gizzard Shad,20,1030,102,302,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Longear Sunfish,2,20,28,68,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Mississippi Silvery Minnow,10,50,45,79,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Quillback,1,100,213,213,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Ribbon Shiner,5,4,44,50,5,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Spotfin Shiner,15,44,40,65,2,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Steelcolor Shiner,34,86,43,73,25,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Suckermouth Minnow,1,5,80,80,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,Western Mosquitofish,2,5,40,46,0,,,,,,,,,,,,
AB08440,12023,WPA-04-0004,Dubois,Patoka River,CR 150 S,White Crappie,1,1,41,41,1,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Blackstripe Topminnow,3,2,40,53,3,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Bluegill,3,170,62,164,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Bluntnose Minnow,37,44,36,65,37,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Bullhead Minnow,102,108,37,70,102,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Channel Catfish,3,920,128,418,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Common Carp,1,2350,571,571,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Flathead Catfish,1,30,197,197,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Freshwater Drum,3,1920,178,491,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Gizzard Shad,17,1312,43,297,1,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Golden Shiner,1,5,81,81,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Green Sunfish,1,4,51,51,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Longear Sunfish,5,70,45,110,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Mississippi Silvery Minnow,5,20,63,85,5,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Orangespotted Sunfish,1,4,53,53,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Ribbon Shiner,8,6,33,48,8,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Silver Carp,1,2180,620,620,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Slough Darter,1,1,38,38,1,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Smallmouth Buffalo,2,9170,621,712,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Spotfin Shiner,7,7,36,58,7,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Spotted Bass,5,130,70,142,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Spotted Sucker,1,7,90,90,0,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Steelcolor Shiner,48,34,24,57,48,,,,,,,,,,,,
AB08442,12025,WPA-06-0006,Pike,Patoka River,CR 650 E,Western Mosquitofish,3,2,24,37,3,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Blackstripe Topminnow,4,2,29,35,0,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Central Mudminnow,1,20,86,86,0,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Green Sunfish,1,2,51,51,0,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Longear Sunfish,1,3,55,55,0,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Pirate Perch,10,90,36,105,0,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Redfin Pickerel,6,50,75,126,0,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Slough Darter,2,3,48,49,2,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Western Mosquitofish,4,4,28,40,0,,,,,,,,,,,,
AB08443,12027,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Yellow Bullhead,3,30,76,87,0,,,,,,,,,,,,
AB09761,12027.5,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Bluegill,4,80,76,117,0,,,,,,,,,,,,
AB09761,12027.5,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Bluntnose Minnow,2,1,30,44,0,,,,,,,,,,,,
AB09761,12027.5,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Golden Shiner,11,90,109,116,0,,,,,,,,,,,,
AB09761,12027.5,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Quillback,1,260,260,260,0,,,,,,,,,,,,
AB09761,12027.5,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Redfin Pickerel,4,160,102,243,0,,,,,,,,,,,,
AB09761,12027.5,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Slough Darter,1,2,57,57,0,,,,,,,,,,,,
AB09761,12027.5,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Spotted Sucker,3,210,154,191,0,,,,,,,,,,,,
AB09761,12027.5,WPA-04-0010,Dubois,Buffalo Stream,Lake Road,Western Mosquitofish,18,10,20,39,0,,,,,,,,,,,,
AB08444,12029,WPA-07-0003,Pike,South Fork Patoka River,South Fork Patoka River Road,Blackstripe Topminnow,1,1,70,70,0,,,,,,,,,,,,
AB08444,12029,WPA-07-0003,Pike,South Fork Patoka River,South Fork Patoka River Road,Bluegill,13,160,66,108,0,,,,,,,,,,,,
AB08444,12029,WPA-07-0003,Pike,South Fork Patoka River,South Fork Patoka River Road,Central Stoneroller,4,5,39,67,0,,,,,,,,,,,,
AB08444,12029,WPA-07-0003,Pike,South Fork Patoka River,South Fork Patoka River Road,Creek Chub,6,90,29,154,0,,,,,,,,,,,,
AB08444,12029,WPA-07-0003,Pike,South Fork Patoka River,South Fork Patoka River Road,Green Sunfish,14,190,59,144,0,,,,,,,,,,,,
AB08444,12029,WPA-07-0003,Pike,South Fork Patoka River,South Fork Patoka River Road,Longear Sunfish,3,110,92,115,0,,,,,,,,,,,,
AB08444,12029,WPA-07-0003,Pike,South Fork Patoka River,South Fork Patoka River Road,Silverjaw Minnow,1,1,44,44,0,,,,,,,,,,,,
AB08444,12029,WPA-07-0003,Pike,South Fork Patoka River,South Fork Patoka River Road,Yellow Bullhead,7,320,106,189,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Blackstripe Topminnow,26,60,26,69,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Bluntnose Minnow,23,46,23,68,16,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Central Stoneroller,62,86,31,85,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Creek Chub,52,96,30,103,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Hornyhead Chub,5,30,61,80,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Longear Sunfish,6,40,54,103,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Orangethroat Darter,2,40,35,37,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Silverjaw Minnow,14,14,38,69,5,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Spotfin Shiner,2,20,47,74,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Striped Shiner,1,1,28,28,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,White Sucker,1,8,70,70,0,,,,,,,,,,,,
AB08446,12031,WPA-02-0005,Dubois,Grassy Fork,Santine Road,Yellow Bullhead,1,70,93,93,0,,,,,,,,,,,,
AB08447,12032,WPA-04-0005,Dubois,Patoka River,CR 175 E,Bigmouth Buffalo,1,2380,537,537,0,,,,,,,,,,,,
AB08447,12032,WPA-04-0005,Dubois,Patoka River,CR 175 E,Black Crappie,1,30,135,135,0,,,,,,,,,,,,
AB08447,12032,WPA-04-0005,Dubois,Patoka River,CR 175 E,Bullhead Minnow,3,4,28,58,0,,,,,,,,,,,,
AB08447,12032,WPA-04-0005,Dubois,Patoka River,CR 175 E,Common Carp,1,3980,655,655,0,,,,,,,,,,,,
AB08447,12032,WPA-04-0005,Dubois,Patoka River,CR 175 E,Freshwater Drum,1,670,381,381,0,,,,,,,,,,,,
AB08447,12032,WPA-04-0005,Dubois,Patoka River,CR 175 E,Longear Sunfish,2,30,63,65,0,,,,,,,,,,,,
AB08447,12032,WPA-04-0005,Dubois,Patoka River,CR 175 E,Smallmouth Buffalo,1,3790,605,605,0,,,,,,,,,,,,
AB08447,12032,WPA-04-0005,Dubois,Patoka River,CR 175 E,Spotted Gar,1,730,589,589,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Blackstripe Topminnow,10,31,31,46,1,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Bluegill,1,140,173,173,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Bullhead Minnow,1,1,40,40,1,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Channel Catfish,1,70,181,181,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Common Carp,2,5260,560,585,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Emerald Shiner,9,20,55,83,9,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Flathead Catfish,3,190,174,218,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Gizzard Shad,8,360,84,227,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Longear Sunfish,3,102,45,118,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Ribbon Shiner,1,1,33,33,1,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Sauger,1,230,300,300,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Spotfin Shiner,11,10,30,54,11,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Spotted Bass,3,160,60,180,0,,,,,,,,,,,,
AB08448,12033,WPA-08-0007,Gibson,Patoka River,SR 65,Western Mosquitofish,1,1,30,30,1,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Blackstripe Topminnow,3,10,57,66,0,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Bluegill,1,1,33,33,1,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Bluntnose Minnow,42,120,25,76,0,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Central Stoneroller,6,13,45,65,6,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Creek Chub,46,100,36,96,0,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Flier,3,29,71,76,3,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Green Sunfish,13,130,59,113,0,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Longear Sunfish,13,121,22,111,1,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Mississippi Silvery Minnow,1,8,87,87,1,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Pirate Perch,14,50,46,54,0,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Redfin Shiner,20,25,34,61,20,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Ribbon Shiner,12,7,25,58,12,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Silverjaw Minnow,4,1,39,48,0,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Slough Darter,2,2,34,38,2,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Striped Shiner,10,48,41,128,8,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Tadpole Madtom,1,10,70,70,0,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Western Creek Chubsucker,5,31,42,74,1,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Western Mosquitofish,103,62,19,45,8,,,,,,,,,,,,
AB08449,12035,WPA-03-0009,Dubois,Bruner Creek,SR 64,Yellow Bullhead,9,150,29,160,0,,,,,,,,,,,,
AB08450,12037,WPA-01-0009,Orange,Patoka River,CR 475 East,Banded Sculpin,36,290,42,154,0,,,,,,,,,,,,
AB08450,12037,WPA-01-0009,Orange,Patoka River,CR 475 East,Central Stoneroller,2,40,125,137,0,,,,,,,,,,,,
AB08450,12037,WPA-01-0009,Orange,Patoka River,CR 475 East,Creek Chub,43,260,39,191,0,,,,,,,,,,,,
AB08450,12037,WPA-01-0009,Orange,Patoka River,CR 475 East,Orangethroat Darter,4,10,58,66,0,,,,,,,,,,,,
AB08450,12037,WPA-01-0009,Orange,Patoka River,CR 475 East,Pirate Perch,3,30,88,91,0,,,,,,,,,,,,
AB08450,12037,WPA-01-0009,Orange,Patoka River,CR 475 East,Southern Redbelly Dace,3,20,72,84,0,,,,,,,,,,,,
AB08450,12037,WPA-01-0009,Orange,Patoka River,CR 475 East,Striped Shiner,6,120,120,139,0,,,,,,,,,,,,
AB08450,12037,WPA-01-0009,Orange,Patoka River,CR 475 East,White Sucker,4,220,177,204,0,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Blackside Darter,2,6,70,78,0,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Blackstripe Topminnow,26,74,29,65,7,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Bluegill,11,121,21,130,1,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Bluntnose Minnow,111,92,20,73,111,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Brook Silverside,10,5,27,51,10,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Central Stoneroller,16,70,40,103,0,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Creek Chub,22,117,32,109,4,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Green Sunfish,4,40,25,75,0,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Longear Sunfish,7,40,42,133,0,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Mississippi Silvery Minnow,12,71,72,93,12,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Orangespotted Sunfish,1,1,31,31,1,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Pirate Perch,4,30,51,59,0,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Redfin Pickerel,3,50,121,129,0,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Redfin Shiner,27,22,23,67,27,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Ribbon Shiner,7,2,26,59,7,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Silverjaw Minnow,43,75,30,73,8,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Spotfin Shiner,22,40,48,76,22,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Steelcolor Shiner,6,18,52,91,6,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Striped Shiner,1,2,47,47,1,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Western Creek Chubsucker,1,2,51,51,0,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Western Mosquitofish,70,54,20,56,36,,,,,,,,,,,,
AB08451,12038,WPA-03-0011,Dubois,Hunley Creek,CR 660 S,Yellow Bullhead,14,130,35,154,0,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Black Crappie,1,60,139,139,0,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Blackstripe Topminnow,23,72,23,60,18,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Bluegill,23,370,76,110,0,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Bluntnose Minnow,78,43,23,73,78,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Brook Silverside,1,1,36,36,1,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Central Stoneroller,32,61,34,82,22,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Channel Catfish,1,1300,400,400,0,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Largemouth Bass,2,550,87,308,0,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Longear Sunfish,29,310,35,110,0,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Mississippi Silvery Minnow,162,925,74,112,161,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Quillback,15,310,90,180,0,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Silverjaw Minnow,11,8,30,45,11,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Spotfin Shiner,28,24,22,74,28,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Spotted Bass,1,13,127,127,0,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Steelcolor Shiner,21,39,32,75,21,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Striped Shiner,5,55,80,112,5,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Western Creek Chubsucker,2,11,64,66,2,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Western Mosquitofish,21,10,22,35,21,,,,,,,,,,,,
AB08452,12039,WPA-02-0006,Dubois,Flat Creek,St. Anthony Road W,Yellow Bullhead,10,70,50,118,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Black Crappie,1,110,215,215,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Blackstripe Topminnow,13,22,26,65,5,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Bluegill,134,524,23,130,56,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Bluntnose Darter,2,2,35,47,2,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Bluntnose Minnow,7,8,23,66,7,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Brook Silverside,6,6,43,54,6,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Bullhead Minnow,2,3,33,43,2,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Common Carp,4,11840,254,690,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Gizzard Shad,10,740,94,262,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Golden Shiner,3,5,52,56,3,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Green Sunfish,6,42,22,81,2,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Longear Sunfish,17,110,55,77,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Orangespotted Sunfish,17,60,27,60,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Pirate Perch,18,50,45,91,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Quillback,3,530,205,255,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Redear Sunfish,2,90,95,143,0,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Ribbon Shiner,6,3,23,42,6,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Slough Darter,11,22,20,50,5,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Spotfin Shiner,2,2,32,42,2,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Warmouth,2,3,33,40,2,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Western Mosquitofish,123,46,20,47,96,,,,,,,,,,,,
AB08453,12040,WPA-03-0012,Dubois,Bruner Creek,1st Street,Yellow Bullhead,1,230,240,240,0,,,,,,,,,,,,
AB08454,12041,WPA-08-0008,Gibson,Patoka River,CR 250 N,Black Crappie,1,90,161,161,0,,,,,,,,,,,,
